event_date,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,notes,fatalities
9-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Yebyu,14.6329,98.1076,"On 9 March 2021, in Kan Pauk village (Yebyu Township, Dawei District, Tanintharyi Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police seized more than 300 motorcycles that belonged to protesters. Protesters demanded to return to the owners but the military and police intervened with gunshots to disperse them. The KNU also negotiated with the security officers. However, the security forces declined to return motorcycles to owners, saying that they were 'ordered' to seize. [size=no report] [armed presence]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Kyaukpadaung,20.8425,95.1322,"On 9 March 2021, in Kyaukpadaung town (Kyaukpadaung Township, Nyaung-U District, Mandalay Region), locals including students held a protest against the Myanmar military coup and in support of the civil disobedience movement. The security forces fired gunshots and three protesters were injured. It is not reported if live rounds or rubber bullets were used. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Mandalay,21.9747,96.0836,"On 9 March 2021, in Mandalay city (Mandalay region), locals gathered to protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police blocked and dispersed them. [size=no report]",0
9-Mar-21,Riots,Violent demonstration,Rioters (Myanmar),Military Forces of Myanmar (2021-),Insein,16.9018,96.096,"On 9 March 2021, in Insein township (Yangon (north) District, Yangon Region), locals held a demonstration against the Myanmar military coup and in support of the civil disobedience movement. The security forced fired gunshots and tear gas. Four demonstrators were injured. It is not reported if live or rubber bullets were used. Makeshift roadblocks were also destroyed and three motorcycles were also seized. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Natogyi,21.4249,95.6596,"On 9 March 2021, in Natogyi town, (Natogyi township, Myingyan District, Mandalay region), more than one hundred locals separated into two protest columns held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police intervened to disperse protesters. [size=more than one hundred]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Taunggyi,20.7892,97.0378,"On 9 March 2021, in Taunggyi town (Taunggyi Township, Taunggyi District, Shan State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military and police reportedly fired rubber bullets, tear gas and stun grenades to disperse the crowd. A female protester was hit by a rubber bullet. More than 10 youth protesters were arrested. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Loikaw,19.6742,97.2099,"On 9 March 2021, in Loikaw town (Loikaw township, Loikaw district, Kayah State), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. It was reported that police and soldiers fired tear gas and rubber bullets to disperse the crowd. Between 20-30 people were injured. Two people were initially arrested but later released after demonstrators surrounded the police. A Catholic priest was at the scene to mediate and asked demonstrators to withdrew in order to avoid confrontation with security forces. [size=no report]",0
9-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Lashio,22.9359,97.7498,"On 9 March 2021, in Lashio town (Lashio Township, Lashio District, Shan State), locals protested against the military coup and in support of the civil disobedience movement. Police intervened and fired tear gas at the crowd. [size=no report]",0
8-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Hlaingthayar,16.854,96.0689,"On 8 March 2021, in Hlaingthayar township (Yangon (north) District, Yangon Region), locals gathered and protested through the night in solidarity with hundreds of protesters who were trapped by security forces for several hours in Sanchaung Township of Yangon during a protest against the Myanmar military coup. Security forces reportedly fired either rubber bullets or live rounds at protesters. At least 2 protesters were injured. [size=no report]",0
8-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Mingalar Taung Nyunt,16.7889,96.1679,"On 8 March 2021, in Mingalar Taung Nyunt township (Yangon (East) District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police intervened to disperse protesters. While looking for protesters who fled and were in hiding, security forces then entered the office of Mingalar Taung Nyunt Township EPC Office, punched and kicked about 10 civil servants in the office. Security forces targeted people wearing a yellow helmet as security forces reportedly thought them were protesters. [size=no report]",0
8-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Chanmyathazi,21.9394,96.0958,"On 8 March 2021, in Chanmyathazi town, Chanmyathazi township (Mandalay District, Mandalay Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. A military vehicle in a security convoy reportedly deliberately rammed into a motorcycle with three people. One of the motorcyclists sustained serious injures. [size=no report]",0
8-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Muse,23.9933,97.9103,"On 8 March 2021, in Muse town (Muse Township, Muse District, Shan State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and fired tear gas, stun grenades, rubber bullets and live rounds to disperse the crowd. One person was injured after being hit by a rubber bullet while another sustained serious injuries after being hit by a live bullet. At least five people were arrested. [size=no report]",0
8-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 8 March 2021, in Myitkyina town, Myitkyina township (Myitkyina District, Kachin State), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police fired protesters with tear gas and live bullets. Two protesters died; 5 were wounded. Nearly 90 protesters were arrested [size=no report]",2
8-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Pyapon,16.2854,95.6788,"On 8 March 2021, in Pyapon town, Pyapon Township (Pyapon district, Ayeyarwady Region), locals including teachers protested against the Myanmar military coup and in support of the civil disobedience movement. Military and police intervened and fired either rubber bullets or live rounds into the crowd. One person was killed, and six others were injured including two with serious injuries. About 100 protesters were arrested. [size=no report]",1
8-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Sanchaung,16.8038,96.1373,"On 8 March 2021, in Sanchaung township (Yangon-West district, Yangon Region), in the evening, locals gathered on the streets to protest against security forces trapping and besieging protesters in the neighborhood chanting, 'Free the students in Sanchaung', after hundreds of military troops (including from LID 77) and police forces blocked off streets in the township in an attempt to trap and arrest the demonstrators that had been protesting during the day. Security forces fired shots (rubber bullets or live rounds), stun grenades and conducted raids on houses to look for demonstrators who were in hiding. At least 50 people were arrested that night. [size=no report]",0
8-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Pyay,18.8246,95.2222,"On 8 March 2021, in Pyay town (Pyay Township, Pyay District, Bago Region), locals held a protest march - either on foot or riding motorcycles - against the Myanmar military coup and in support of the civil disobedience movement. Police and military intervened and fired either rubber bullets or live rounds to disperse the crowd. Five people were arrested. [size=hundreds]",0
